0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,01/12/2016 15:39:49,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,sp-5500-sf-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:03:06,4,English,51097 MB,4095 MB,,Service Pack 1,Intel64 Family 6 Model 44 Stepping 2,2933,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.223.79,0.0.0.0,0.0.0.0,0.0.0.0,10.185.223.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-84-f5-ab,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,10.185.223.1,97593CB216386B045142F493D3DADFD6,3211 MB,21317 MB,-240,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,ChernyshevMG,,Install successful.,1C490442-98C1-307B-2A85-5DFD05BE80B4
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,05/19/2016 10:50:22,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 03:00:03,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,P2008626SMSHVM1,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 07:55:30,24,English,102398 MB,65490 MB,,Service Pack 1,Intel64 Family 6 Model 45 Stepping 7,2300,DELL   - 1 Phoenix ROM BIOS PLUS Version 1.10 1.2.6,None,10.150.1.25,169.254.18.195,0.0.0.0,0.0.0.0,10.150.1.251,0.0.0.0,0.0.0.0,0.0.0.0,e0-db-55-04-d7-21,e0-db-55-04-d7-20,,,10.185.10.105,10.185.10.106,55.162.1.31,55.162.1.33,0.0.0.0,B0CC3D983C5DBADB7F6AF1C684C8DC15,42973 MB,76584 MB,-120,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,8626vevadmin,,Install successful.,4C4C4544-0054-4E10-804D-C4C04F46354A
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,03/02/2016 17:29:31,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:05,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-SIGN-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 06:45:42,6,English,51097 MB,6143 MB,,Service Pack 1,Intel64 Family 6 Model 26 Stepping 5,2533,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.223.61,0.0.0.0,0.0.0.0,0.0.0.0,10.185.223.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-6b-c0,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,5685C23AC8E4BE4FBCCA00071DD76970,903 MB,29723 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,podolskiy-aa1,,Install successful.,B0791542-05BC-35FA-2D71-A0393DCEF9F6
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,,08/04/2016 16:33:58,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,tecos255066,TECOS,LocalComputer,11/15/2016 05:51:07,2,Russian,69445 MB,3071 MB,,Service Pack 2,x86 Family 15 Model 2 Stepping 9,2799,COMPAQ - 2 Default System BIOS,None,10.173.16.37,0.0.0.0,0.0.0.0,0.0.0.0,10.173.16.251,0.0.0.0,0.0.0.0,0.0.0.0,00-0f-20-d0-cd-dc,,,,10.185.10.106,10.185.10.105,0.0.0.0,0.0.0.0,0.0.0.0,C25912923A7CF1EB0638D4B5E6F3278A,2488 MB,57412 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,Szius3,,No Status Reported.,3732304A-474C-3150-3252-202020202020
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,12/10/2015 09:53:28,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tvui-06,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 05:53:03,8,English,14998 MB,3827 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.125,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,76-f1-5e-98-82-f1,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,87F8C7621B5A9890FB764602AF2FE7E6,2988 MB,5008 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,98ED3D48-78D2-E047-7904-C7C320E6AF2B
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/04/2016 13:19:52,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,ng-8629-1448-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:17:18,2,English,34719 MB,767 MB,,Service Pack 2,x86 Family 15 Model 2 Stepping 9,2799,COMPAQ - 2 Default System BIOS,None,10.173.161.3,0.0.0.0,0.0.0.0,0.0.0.0,10.173.161.251,0.0.0.0,0.0.0.0,0.0.0.0,00-12-79-92-ef-da,,,,10.185.10.106,10.185.10.105,0.0.0.0,0.0.0.0,0.0.0.0,5EBBCF63B06B49BDF4AEAAEF6094EE8F,251 MB,29318 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,SVC-8629-Srv,,No Status Reported.,3534304A-4E4C-3247-3434-202020202020
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2008 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/21/2016 15:30:36,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,sp-5500-tsoz-03,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 05:32:04,8,English,40957 MB,4094 MB,,Service Pack 1,x86 Family 6 Model 44 Stepping 2,2934,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.21.246,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-37-2c,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,000133B43DEE075D84D9E81211C386A5,2806 MB,10128 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,No Status Reported.,90091542-E235-ACBF-FED5-F3ED5472CEEC
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,01/04/2016 14:33:08,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:01,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SZB-WOD-0000161,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:11:32,4,English,34723 MB,3583 MB,,Service Pack 2,x86 Family 15 Model 4 Stepping 1,3400,HP     - 2 Default System BIOS,None,10.155.100.40,0.0.0.0,0.0.0.0,0.0.0.0,10.155.100.253,0.0.0.0,0.0.0.0,0.0.0.0,00-14-38-4f-48-10,,,,10.185.10.106,10.66.12.218,55.164.100.33,55.164.100.31,0.0.0.0,7BB782685B1DABDDDEFE8F283BC61414,3041 MB,21111 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,8628ufpshare,,Install successful.,35343533-3237-4247-4A35-323130313356
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/04/2016 14:45:23,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Disabled by Policy,12,1,No,,NG-8629-SRVR-18,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 06:32:57,2,English,50847 MB,2039 MB,,,Intel64 Family 6 Model 44 Stepping 2,2400,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.173.22.127,169.254.1.142,0.0.0.0,0.0.0.0,10.173.16.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-af-35-59,02-12-44-26-f9-b8,,,10.185.10.106,10.185.10.105,0.0.0.0,0.0.0.0,0.0.0.0,DC8A1ABC959241952E3C197299A6F46B,1057 MB,40022 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,ZakharovAY,,No Status Reported.,E48F2F42-DCEB-3748-AA43-5CB52EC22199
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,12.1.1000.157,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Проверка целостности хоста выключена.  Политика целостности хоста выключена администратором.,06/16/2016 09:19:25,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,MR-8627-WEBAPP,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,Never,2,Russian,71577 MB,7167 MB,,Service Pack 1,Intel64 Family 6 Model 15 Stepping 6,3000,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.171.1.98,0.0.0.0,0.0.0.0,0.0.0.0,10.171.1.246,0.0.0.0,0.0.0.0,0.0.0.0,00-0c-29-58-07-ac,,,,10.185.10.105,10.185.10.106,55.165.1.31,55.165.1.33,0.0.0.0,63E02A82DF24D1A129F9DA671BB68BEF,5373 MB,45577 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,BryushininAA-adm,,No Status Reported.,
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,12/31/2015 10:08:34,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:01,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-TVGR-03,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:14:11,4,English,14998 MB,2035 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2527,Xen - 0 Revision: 1.138,None,10.185.21.103,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,d6-6c-2b-9e-db-76,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,7D0245AFDFC83A16954FF4A481357183,1383 MB,5306 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,6C8E69DD-A6F6-DAAE-B770-4F40BFC55661
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,,08/04/2016 14:47:33,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 01:00:04,09/25/2016 13:29:22,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Disabled by Policy,12,1,No,,NG-8629-SRVR-19,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:46:19,4,English,51198 MB,4030 MB,,,Intel64 Family 6 Model 45 Stepping 7,2200,FTS    - 1072009 BIOS Date: 11/25/14 12:04:44 Ver: 04.06.05,None,10.173.22.149,0.0.0.0,0.0.0.0,0.0.0.0,10.173.16.251,0.0.0.0,0.0.0.0,0.0.0.0,90-1b-0e-0c-45-3f,,,,10.185.10.106,10.185.10.105,0.0.0.0,0.0.0.0,0.0.0.0,A1EFCED0B5645C006B9378DB1FAC05EF,2418 MB,37773 MB,-240,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,ZakharovAY,,No Status Reported.,24738672-1BCD-564A-97A5-E20F0F15D01E
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/23/2015 10:23:31,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:03,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tvcc-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:23:57,8,English,20465 MB,16371 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.43,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,26-4f-78-6a-c9-2d,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,2F30D438CFFF8E25D167D113D8B21AC1,15462 MB,7570 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,5C8F05BB-6F26-4608-05C6-D47D436181F5
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,,08/04/2016 16:32:52,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 01:00:03,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,NG-8629-SZFW-02,SZI8629,LocalComputer,11/15/2016 05:07:03,2,English,69445 MB,1023 MB,,Service Pack 2,x86 Family 15 Model 2 Stepping 9,2799,COMPAQ - 2 Default System BIOS,None,10.173.23.34,0.0.0.0,0.0.0.0,0.0.0.0,10.173.16.251,0.0.0.0,0.0.0.0,0.0.0.0,00-0f-20-d0-cb-1b,,,,10.185.10.105,10.185.10.106,55.163.22.33,55.163.5.31,0.0.0.0,F58E77C4C6D4F27DCB6CC767859B05BF,281 MB,32684 MB,-240,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,Szius3,,No Status Reported.,3235304A-474C-3150-3252-202020202020
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,                                ,,                                ,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,06/15/2016 12:52:54,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,MR-8627-BACKUP,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:49:46,4,English,34719 MB,2047 MB,,Service Pack 2,x86 Family 15 Model 2 Stepping 7,2785,COMPAQ - 2 Default System BIOS,None,55.165.1.87,0.0.0.0,0.0.0.0,0.0.0.0,55.165.1.241,0.0.0.0,0.0.0.0,0.0.0.0,00-0b-cd-3f-14-23,,,,10.185.10.105,10.185.10.106,0.0.0.0,0.0.0.0,0.0.0.0,0135F293FB6C02065AD5B5B7E4542C25,1165 MB,18302 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,BryushininAA-adm,,Install successful.,31313338-444C-314E-3232-383020202020
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/26/2015 10:12:52,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:03,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tway-07,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:32:45,8,English,20465 MB,5987 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.142,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,72-8b-f8-13-b9-65,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,9D3E9A53A890601306F974D2BCA083AE,5378 MB,13465 MB,-240,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chernyshevmg,,Install successful.,C4E8C298-78F3-4D96-7CF2-D10B3FD9E6AB
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/04/2016 13:29:01,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Disabled by Policy,12,1,No,,NG-8629-MSQL-01,hq.szb.sbrf.ru,LocalComputer,11/15/2016 04:58:33,4,English,204446 MB,8191 MB,,,Intel64 Family 6 Model 26 Stepping 5,2400,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,55.201.100.204,0.0.0.0,0.0.0.0,0.0.0.0,55.201.100.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-8e-04-a7,,,,10.185.10.92,10.185.10.93,0.0.0.0,0.0.0.0,0.0.0.0,A9E2440A0F6263694E003D998CE960E2,5495 MB,177514 MB,-240,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,Dispenser2,,No Status Reported.,1E5E4D56-E129-335D-E3A9-E03C874AE700
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,12/25/2015 15:14:48,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Disabled by Policy,12,1,Yes,The Installer component has a task to complete from install.;The Installer component has a task to complete from install.,sp-5500-mlic-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:11:58,8,English,40607 MB,4095 MB,,,Intel64 Family 6 Model 44 Stepping 2,2933,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.223.160,0.0.0.0,0.0.0.0,0.0.0.0,10.185.223.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-84-b7-52,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,DB56D6F2CD7BB6CC8555F48B72769F60,935 MB,22501 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,ChernyshevMG,,Files copied.,33760442-1E58-30C2-CAA3-24DC144A6D2D
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/26/2015 11:17:09,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tvui-02,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:41:30,8,English,14998 MB,3827 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.96,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,d2-e6-16-1a-36-12,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,1BED984DBC8D0FF475288195BAADE056,3097 MB,3496 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,8628katuginkg,,Install successful.,9B64295E-F8DB-0F30-3157-ED22C31301D5
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/09/2015 09:42:36,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tvui-07,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:04:16,6,English,14998 MB,3827 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.126,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,32-b5-d3-f8-4a-97,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,014B2CEE70112A980701A73F279597D0,3286 MB,2778 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,29478F91-8E50-0E6D-8C6D-00A8BFC07AA2
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:45:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,,08/04/2016 14:32:53,Enabled,11/15/2016 16:45:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:00,11/11/2016 14:25:17,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,ng-8629-srvr-10,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:34:11,16,English,69455 MB,8191 MB,,Service Pack 2,x86 Family 15 Model 2 Stepping 2,1999,HP     - 1 Default System BIOS,None,10.173.22.110,0.0.0.0,0.0.0.0,0.0.0.0,10.173.16.251,0.0.0.0,0.0.0.0,0.0.0.0,00-08-02-e0-51-da,,,,10.185.10.106,10.185.10.105,0.0.0.0,0.0.0.0,0.0.0.0,5E6D550664DD0F8609EF807BFEA7A51B,6652 MB,60267 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,SVC-8629-SRV,,No Status Reported.,45303038-434B-3158-3143-202020202020
